"doc_id","Tweet","sentiment"
"xdoc271","Bueno Asi Como Cuando Apple Saca Iphones Mas Baratos .... Bueno Asi !! @apple #Iphone5c pic.twitter.com/xS8q9YkLAZ",0
"xdoc272","I'm at @Apple Store, Partridge Creek (Clinton Township, MI) http://4sq.com/17yLume",0
"xdoc273","5C ne kanka ya hangisini alcagimizi sasirdik @apple",0
"xdoc274","Team ios what's up I'm back @OyinCanSoda @DarthDream @apple",0
"xdoc275","@iBrooklynB @Apple you will be be happier with a white/silver one. its easier to match yer clothes ;D green might be out of fashion soon..",1
"xdoc276","Thanks @apple 5% warning now in iOS 7 lol. pic.twitter.com/DPC2fg8JDV",-1
"xdoc277","@apple A game called @fluzzity is making a feature called iFluzz.The feature will have a complete copy of the iPhone. pic.twitter.com/00dDsO3i0O",0
"xdoc278","""@Fact: Like fingerprints, everyone's tongue print is different.""    Ayo @Apple",1
"xdoc279","OS X Mavericks, AirPlay from iOS devices to Macs. # MakeItHappen @Apple",0
"xdoc280","Sysco @Apple HQ. Great visit abt leading edge Apps on best devices to help our Sysco OpCos & Customers @appletweets pic.twitter.com/OvTW9D1vaJ",1
"xdoc281","Wassup with the wassup @Apple",0
"xdoc282","@apple hurry up and release iOS 7 I got numbers I need to block...like now",0
"xdoc283","@realexpayments @TalkingPayments Hey, .@apple did it with the iPhone ;) #plastic",0
"xdoc284","@LifeInLoFiBlog @CeciliaLuis @Hipstamatic & @Oggl iOS7 Updates are being sent to @Apple this week, hopefully will be ready for launch",1
"xdoc285","@The_1nd_Only365 @Apple it's coming on the 18th, they announced that yesterday lol",0
"xdoc286","@Nava_520 @Apple you can lol",0
"xdoc287","Genius Idea.  Who is going to get on this? @nokia @microsoft @motorola @apple @google http://bit.ly/16lfd2s  #smartphone",1
"xdoc288","many folks wish @Apple also had an engineering office here. @WSJ Seattle Is a Great Place to Start a Business http://on.wsj.com/186Mzi1  #ohwell",1
"xdoc289","@filsfan @Apple @GiniaNightly @The_Hott_Spot @TheMixxHangout awesome! Thanks man",1
"xdoc290","The @uksga #CatsCab app is now available on @apple.  Download & use it now @universityofky students!!",1
"xdoc291","I think you right ""@Don_1ZA: @mishi_za @natz0711 @SamsungSA perfect time to move to @Apple they don't seem to care about you""",1
"xdoc292","A big departure for @Apple: a low-cost, simpler iPhone version to compete with @Android & expand market. http://ow.ly/oMtd3  #biz #tech",1
"xdoc293","@frMoisesfr @Apple los nuevos iphone van a ser muy baratos no ya te lo dije Apple no es lo que era",0
"xdoc294","Some smart person grabbed @apple, must be asking for millions.",1
"xdoc295","@frickfuentes that would be perfect omg ?? get on it @apple @jesus @god @DerekSanders",1
"xdoc296","@LanceUlanoff Got a great facial expression of you wile watching the @apple special even release video at 65min 8 sec",1
"xdoc297","Is io7 from @apple provided as a free piece of upgrade software from Apple, they say it's better than an upgrade?",1
"xdoc298","Are you a 5s or 5c kind of person? For me it's def gonna be a 5s! #Sept20 @Apple #TeamiPhone",0
"xdoc299","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune}",0
"xdoc300","This better be worth it @apple",1
"xdoc301","C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc302","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune}",0
"xdoc303","Could the @Apple #iPhone5s and #iPhone5c revolutionize the way we use technology? http://bit.ly/17WFUJr  via @fishbat",1
"xdoc304","@Burberry & @Apple Collaborate to Share Runway Show Experience #LFW #MCstyle pic.twitter.com/uEyRkwl6i6",0
"xdoc305","""@johan_barnard: Hahaha some people just have too much time! @android vs @apple ... Again! pic.twitter.com/yMgC0UGKOA""",0
"xdoc306","Resumen de la keynote de @Apple en 8 GIFs claves: Nuevas fundas coloridas para proteger y adornar nuestro iPhone http://bit.ly/1e6hROk",0
"xdoc307","@Apple Dreamz , Taman Segar. #csotournament",0
"xdoc308","@apple I need my tweeting from the notification bar",0
"xdoc309","If you knew someone was driving would you send them a text? @Apple why not provide that feedback in iMessage? #prodmktg",0
"xdoc310","C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc311","HEEEY HEEY @APPLE pic.twitter.com/50FIDqHMRd",0
"xdoc312","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune}",0
"xdoc313","A #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc314","hey @apple why is vaginitis saved onto autocorrect ...",0
"xdoc315","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc316","?????????????????????????!@apple store",0
"xdoc317","Aller, et vive @apple multi color",0
"xdoc318","@ChunHerena You sure have a small # of followers for working for @apple (note the sarcasm)",-1
"xdoc319","Newsflash: @Burberry Collaborates with @apple for the Spring/Summer 2014 Show at #LFW http://ow.ly/oPZc5",0
"xdoc320","How long after the preorder date for the iPhone 5s will I receive my iPhone? @apple",0
"xdoc321","@Quiilucru @Apple gg",0
"xdoc322","@sheisyanni HUHUHUHUHU OONGA EH, PAASA KA @APPLE",0
"xdoc323","Inviolable le #touchID ? @apple se met le doigt dans l'oeil !",1
"xdoc324","... if these @apple iPhone headphones are broke, this will be the 3rd pair this year!!! ??????",-1
"xdoc325","@apple",0
"xdoc326","@apple Descola a ios7 logo porra",0
"xdoc327","Downloading Itunes @apple",0
"xdoc328","@Apple Offers More Details on the #iPhone 5s #TouchID #Fingerprint Scanner http://fb.me/2TG09Dhvb",0
"xdoc329","@manolomata @Apple Peor pa ti!",0
"xdoc330","@burgesg @mulderc Good article George,  seems so much more immersive than NFC, I wonder why @apple hasn't made a bigger deal out of BLE?",1
"xdoc331","RT @todd_cox: The @uksga #CatsCab app is now available on @Apple.  Download & use it now @universityofky students!!",1
"xdoc332","@Apple @AyudaMovistarVe can some one tell me who can unlock mi iphone4s. Have been more than a year since I bought it",0
"xdoc333",".@Forbes Nothing out of whack here -- @Motorola did it in a very different (read pre-Edward Snowden) environment. @apple and oranges.",0
"xdoc334","Lol did @samsung gave @nokia  million bucks to piss off @apple??:D",0
"xdoc335","View Count of @MileyCyrus' Wrecking Ball (09/09 release): 86M   View Count of @Apple's 09/10 Keynote: 320K    Source: @YouTube  mindblown.gif",0
"xdoc336","I want to follow @apple, why don't they have a Twitter account?",0
"xdoc337",".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtOG  Condescension, anyone?",0
"xdoc338","Our #App is live @Apple App Store.  Use #coupon code ""daycare"" for a special #savings pic.twitter.com/Cm4xcCFeqH",1
"xdoc339","@apple iPhone?",0
"xdoc340","IMO, @apple's new #iphone 5S/C was meant to confuse the Russian market.",-1
"xdoc341","""Size: 884 MB"" e eu tenho 1.6 GB livres me digam pq n consigo baixar o jogo @apple",0
"xdoc342","Guess our expectations of 21st century's robots to free up our time were out of whack. Where's irobot @Apple? ...k... break over",0
"xdoc343","@jki laikam beidzot ari man bus jaizlasa, ko isti @apple pasludinaja ticigajiem :D",0
"xdoc344","@Samsung backs @Apple's 64-bit chip #smartphone chip switch http://buff.ly/19KSdcR",0
"xdoc345","Market ""experts"" like @DougKass fail to realize that @Apple constantly proves that a company's value comes from profits, not marketshare.",1
"xdoc346","Likes and  and dislikes for the new @Apple #iPhones. http://buff.ly/1emp3XH",0
"xdoc347","@shutuparielle @Apple this tho",0
"xdoc348","Fast Turns at Le Mans with Final Cut Pro X: For the second straight year, French post-production... http://bit.ly/1eokgF5  @apple #apple",1
"xdoc349","nossa @apple se eras tao boa porem o itunes sempre trava",0
"xdoc350","@ELECTRAFOOD @twitter @Apple I Literally Thought I was The Only One! Hah",0
"xdoc351","Did @apple really just cheapen my #iphone5 by renaming it an #iphone5c ? Does the ""c"" stand for cheap? Any difference between the 5 and 5C?",-1
"xdoc352","@Apple Is Testing #Technology w/ 'M7' Chip To Help You Figure Out Where You Parked Your Car http://goo.gl/6JqkCV  via @customerexplabs",0
"xdoc353","Insight: Trigger Finger: @Apple fires #biometrics into the mainstream http://reut.rs/15THaRz",0
"xdoc354","@Motorola lol so funny & so jealous!! @apple #iPhone5S",-1
"xdoc355","Introducing the iPhone 5S & iPhone 5C (Parody): http://youtu.be/1sIWez9HAbA  via @youtube @Apple",-1
"xdoc356","@apple ?????? ?? ??????? ??? ????? #iphone ????????? #iPhone5S #iPhone5C",0
"xdoc357","@SagarKamesh @Apple ???",0
"xdoc358","The Legal Effects of @Apple's #TouchID /by @marciahofmann http://ln.is/bit.ly/3HJa  #fingerprint #privacy #crypto $APPL",0
"xdoc359","Where is the closest @apple store to Cleveland?",0
"xdoc360","@Apple Hot News Fast Turns at Le Mans with Final Cut Pro X: For the second straight year, French post-producti...  http://bit.ly/A83mMB",1
"xdoc361","Solo pido una bateria que dure mas de 2h es taaaaanto pedir? @apple",0
"xdoc362","gatos, parem no iphone 6 e inventem uma coisinha melhor @apple",0
"xdoc363",".@apple ought to use the video of the soldier in Japan watching the birth of his child on Facetime in a commercial. #backchannel",0
"xdoc364","I will be impressed by @apple touch id, when it recognizes a #type1 #diabetic fingerprint. #doc #dsma",1
"xdoc365","@dougrtequan says prior to @apples burst out we had one winner @android and one big loset @microsoft that @apple subotaged the setting #Haha",1
"xdoc366","@Apple remains tight-lipped about new product releases. Does this marketing strategy work for other brands? http://bit.ly/AppleSecrets",1
"xdoc367","@photorateapp @BlackBerry @Apple @google you have the best messenger in the worst mobile phone ;)",0
"xdoc368","@apple putangina anong nangyari sa mga products niyo",0
"xdoc369","Can @Apple bring up a #SolarIphone in future? Or maybe @Samsung can innovate with Solar idea?#SamsungOrApple? #LifeBattery 4 mobile devises",0
"xdoc370","@Apple iWork and iLife #apps now free for new buyers RT @CNET: http://ow.ly/22ICVT",1
"xdoc371","@244tsuyoponzu ??????????????@Apple??????? *Auto*",0
"xdoc372","@Apple: #iPhone5C #iPhone #iOS #APPLE pic.twitter.com/yEHJtsjkmj",0
"xdoc373","@windowsphone ur 5s don't come w @apple 5s?....do they? Nawwww",0
"xdoc374","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune}",0
"xdoc375","@ELECTRAFOOD @twitter @Apple me nEITHER UGH",-1
"xdoc376","@TehGreenMC @Ghostt_Gaming @Microsoft @google @Apple @anyone @NASA",0
"xdoc377","@244tsuyoponzu ??????????????@Apple????????? *Auto*",0
"xdoc378","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc379","Goede middag @FysioKerkrade, @Apple, @ivizi_apr, graag willen we u helpen als u data recovery wenst. http://www.datarecuperatie.nl  Gratis analyse",1
"xdoc380","@mediacat Ortada algilari etkileyecek ucuz bir @iphone yok.Sanirim @apple pek rekabet havasinda ve niyetinde degil!",0
"xdoc381","Fingerprint recognition? iOS7? Everything You Need to Know About @Apple's New #iPhone: http://bit.ly/14MbzLm",0
"xdoc382","Oh oui les nouveau iPhone 5 lequel choisir? @apple",0
"xdoc383","Eu tentei resistir mas vou morrer @apple",0
"xdoc384","@llombardo007 @Apple Will not realese 0.7.5 until after ios7 comes out(on the 18th)",0
"xdoc385","Tsss yo tambien vi el S4 por ahi, yo que ustedes lo sacaba @itunes @apple",0
"xdoc386","@nokia_uk @apple orra nao deixava",0
"xdoc387","@Apple and @BarackObama - laugh now but think about it pic.twitter.com/1R1qt0TG1D",0
"xdoc388","FOLLOW @APPLE NOW",0
"xdoc389","@highlyHIGHtori @Apple ain't is a word",0
"xdoc390","Kilitliyken tek tik olayini kaldirsana dana @apple",0
"xdoc391","Hello #Siri what are your thoughts on the new #Android Kit Kat OS & #BlackBerryQ5 ? @Apple #iPhone #Tech",0
"xdoc392","make a plastic ipad next @Apple",0
"xdoc393","give me ios7 and nobody gets hurt @apple",-1
"xdoc394","C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc395","If select yellow and yellow, mute switcher goes to white. Hm @apple #iPhone5C pic.twitter.com/Z7vARY46yb",0
"xdoc396","Hasat olmus telefonumu alip yenisini yolluomussun tesekur ettim @apple steve dayiya hurmetler :)))",0
"xdoc397","@244tsuyoponzu ????????!????!????@Apple??????",0
"xdoc398","@ThePhenom007 @Apple @michaeljordan lmao.... i do tho... :-(",0
"xdoc399","Sept.10- @Apple unveiled its @Iphone5S & @iphone5C. I just hope that they will get the pricing right with their @Iphone5C!",1
"xdoc400","RT @andymiah: now available in the Google Play app store, the @CreativeFutur app. coming to @Apple soon #UWScreative pic.twitter.com/lbxctxbc8g",1
"xdoc401",".@apple hi yes um I was just making sure that you can still clear safari history in iOS 7 cause that's an important feature to me",1
"xdoc402","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune}",0
"xdoc403","@Apple @AyudaMovistarVe neither Movistar VE nor Apple! Who should do the unlocking? Help.",0
"xdoc404","@JMLColley @Apple ok bro , was just kidding , sorry if u hurt ! Peace",-1
"xdoc405","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc406",".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzpR",0
"xdoc407","Tryna give me iOS 7? @Apple",0
"xdoc408","@StrictlyGeeky Yeah, don't get me started on @Sprint, either! Although I get service in my house now, so I took it down a notch. @Apple",0
"xdoc409","Las acciones @Apple bajan.",0
"xdoc410","@Apple releases new #iPhone. 5c & 5s. #YourThoughts?    #TelecelChitChat  cc @ZiFMStereo",0
"xdoc411","@dougrtequan @android @apple @apples @microsoft anyway kinda looks like @android is now the inspiration to all",1
"xdoc412","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION",0
"xdoc413","@Apple Sup bro",0
"xdoc414","What would you have them do @natz0711 @mishi_za @SamsungSA @Apple",0
"xdoc415","@Apple unveils two new #iPhone devices - has #biometrics but no #NFC - http://ow.ly/oLCGW",0
"xdoc416","A #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc417","@rasna_j @Apple LOL what",0
"xdoc418","@jmflooores @Apple ONGA EH HUHU",0
"xdoc419","Somebody help me? What do I do? @apple pic.twitter.com/NdIM3qbsB2",0
"xdoc420","Is it just me or is the #AmericasCup battle mirroring @Microsoft vs @apple?  Apple being @EmiratesTeamNZ  of course!",0
"xdoc421","22.000 followers sans tweet, gg @apple",0
"xdoc422","it seems as though @apple's #iphone5C and #iphone5s   are the most talked devices this few months. why not #Android? #Nokia ? #LG? #Samsung?",0
"xdoc423","@tiagouss @Apple @NokiaUS OOOOOOOOOOOOOOO",0
"xdoc424","@SagarKamesh @Apple dat is just a wish I have n wanted to share with d world.",0
"xdoc425","@apple can you add #TouchID to the power off button, so if someone steal my #iPhone they can't turn it off. #security",-1
"xdoc426","Behind the scenes of the @Apple #iPhone development http://youtu.be/PFsj3ilxIfU",0
"xdoc427","Que golazo el de @nokia_co frente al lanzamiento de los iPhone de @Apple De las mejores reacciones que he visto. xD pic.twitter.com/DxZz9ViBo7",0
"xdoc428","Sayin @apple inc telefonu ucuz yapicam diyip 550 dolara sation ve amerikada turkiyede bilinmez sen kimi yiyon haci @AppStore",0
"xdoc429","@iBrooklynB @Apple iphone 5s white",0
"xdoc430","This Thunderbolt display though @apple",0
"xdoc431","@Apple taklit en iyi iltifat seklidir ;)",0
"xdoc432","@apple regalenme algo para navidad. :)",0
"xdoc433","@Apple looking to regain China http://cnnmon.ie/1euR90v",0
"xdoc434","I wasn't kidding about getting a southern Siri. @apple pic.twitter.com/M4O7AEWGR3",0
"xdoc435","Wah apa nih? RT @ArtCenterAlum: @Apple's iGo car-sharing project designed by alum: http://bit.ly/WkjhYg  pic.twitter.com/yZh6o5yzLX",0
"xdoc436","@theamazingsimon @Apple but they are from totally different times! I might as well compare my old 3gs (unfavourably) with my galaxy s4!",1
"xdoc437","@244tsuyoponzu ?????? ????!????@Apple??????!",0
"xdoc438","Oh @siri oh @apple did u really think I would give it up that quick? #4s #4eva",0
"xdoc439","for @Apple ($) pic.twitter.com/7ETaWOYauT",0
"xdoc440","@244tsuyoponzu ????????!????!????@Apple??????",0
"xdoc441","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune}",0
"xdoc442","@apple you don't need to add software glitches now, i'm buying the 5s don't worry.",-1
"xdoc443","Just got my email from @apple about the iPhone 5c. ??????",0
"xdoc444","if u dont follow @katewalsh / @ArianaGrande /@EllenPompeo / @OTH/ @Apple/ @StarWorldIndia then just um... tell me cuz um... ya know..",0
"xdoc445","Stunning but not unexpected, @jawbone raises $100m+. @hosain + team are building the products @apple wishes the did! http://goo.gl/3uiP5u",0
"xdoc446","@alfredopetas @manolo_e69 @lmuia @yatayoye @Apple Definitivamente yo paso del 5C, pero que hay del 5S?",0
"xdoc447","#Usuarios #chinos no se sorprenden ante los nuevos #dispositivos de @Apple http://ow.ly/oOoo5",0
"xdoc448","Would you rather work for @Google or @Apple?",1
"xdoc449","@apple me beja",0
"xdoc450","S'auto wlh nike ta race @apple",0
"xdoc451","@Apple rilascia l'aggiornamento OS X 10.8.5 apportando numerose correzioni.@FreelySoft pic.twitter.com/raUzJTPF60",0
"xdoc452","@Apple looking to hire engineers with solar experience to work on mobile devices http://flip.it/WPHdK  #solar",1
"xdoc453","Pandora Names Ad Veteran McAndrews CEO as Apple Looms http://bloom.bg/1d6rHg6  @pandora @apple #ceo",0
"xdoc454","@nokia_us @nokia @apple #wp8 @wpcentral http://sdrv.ms/17VnHha",0
"xdoc455","@apple which is better iphone 5 r 5s?????",1
"xdoc456","@highlyHIGHtori @Apple pic.twitter.com/XdKGJFx6cN",0
"xdoc457","I'm at @Apple Store, Ross Park w/ @pculnan http://4sq.com/18lrQgl",0
"xdoc458","#PreviousTweet @apple It also needs to simultaneously update my other paperwork/patient info #WorkinGirl",0
"xdoc459","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc460","#mHealth there's a #healthcare piece to new #iPhone @Apple M7 coprocessor ? http://healthcareoperationsmanagement.net",0
"xdoc461","@apple can y'all make it easier for me to give you money? @ATT should I just preorder my iPhone at an AT&T store?",1
"xdoc462","Oh how great life would be if you could listen to youtube while on twitter. @apple",1
"xdoc463","No, el 5S lo toi josiando! de apps que tengan mute! RT @LisbelD: 5s manita? RT MizBuchitos Mi banca rota es culpa de @Apple :(",0
"xdoc464","@Apple apple",0
"xdoc465","guys invent something that can make me feel @Ghostt_Gaming's beard over the internet already please @Microsoft @Google @Apple @Anyone",0
"xdoc466","@apple",0
"xdoc467","@BretfordManf cart project- reusing @Apple packaging materials to retrofit for MBAir. http://colefarrell.me/projects  #deployment13",0
"xdoc468","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc469","What are the odds that @apple will be putting A6 chips in the new iPad mini and A7s only in the full-size iPad? cc: @pschiller",0
"xdoc470","?????? RT @Apple: I am!  RT @kemalnads: Anyone good with Mac computers??",1
"xdoc471","@MrPumpkinSlicer @Ghostt_Gaming @Microsoft @google @Apple @anyone @NASA @RandomInventor @xXswegboy069Xx",0
"xdoc472","@securitycompass @Apple !",0
"xdoc473","@Walmart discounts new #iPhone5c by 20% http://ow.ly/oP1xh  Maybe @Apple using aggressive discounts thru channels to drive unit volumes?",-1
"xdoc474","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc475","@Mhughes_ appleberry or blackapple iphone guts with a berry keyboard! Da heck how hard is that @apple @blackberry",-1
"xdoc476","Ik ga @HTC, @Samsung, @LG, @Sony, @Apple ontvolgen. Omdat ze verdommen een phone MET n fysiek toetsenbord in Europa op de markt te brengen.",0
"xdoc477","Saka mi lan bu? @apple pic.twitter.com/I0EgA8iOhP",0
"xdoc478","@Apple @Press Burberry Uses iPhone 5s to Capture Spring/Summer 2014 Runway Show: CUPERT... http://bit.ly/1g9fk2t  http://bit.ly/A83mMB",0
"xdoc479","RT @andymiah: now available in the Google Play app store, the @CreativeFutur app. coming to @Apple soon #UWScreative pic.twitter.com/P1yhsJJfzZ",1
"xdoc480","iPhone 5S(ame) and iPhone 5C(heap) http://ow.ly/22Kxvv  why @apple #iPhone price strategy is good... not great",1
"xdoc481","iPhone 5 drops today.Be aware of bad people capitalizing on the phenomenon. http://ow.ly/oNXPx   @TrendLabs @TrendMicro @apple",-1
"xdoc482","@Apple ""think different"", again",0
"xdoc483","@mog_sharif @Apples @Android @Microsoft @Apple that's #Veryright",0
"xdoc484","Makin yakin kalo @apple lagi nge-test kepintaran konsumen dunia. Kalo masih pada beli ya ngapain inovasi :-))",0
"xdoc485","@Apple gonna have ungodly release lines on the 20th. No Pre-Order or the 5S only 5C",0
"xdoc486","Could the @Apple #iPhone5s and #iPhone5c revolutionize the way we use technology? http://bit.ly/17WFUJr  via @fishbat",1
"xdoc487","@myapple_pl no i tak ma zostac bo hejtuje tylko ten co nigdy stycznosci z  produktami @apple , a dla wielu sa one najlepsze",0
"xdoc488","Le compte @apple a 22 000 followers juste pour le nom je crois",0
"xdoc489","Stand up to the #NSA and @WhiteHouse  TOGETHER! @google @apple @yahoo @microsoft @Verizon @VerizonWireless @ATT",0
"xdoc490","Meeting with the guys from @Apple (@ Axel Springer Plug&Play) http://4sq.com/14QTgES",0
"xdoc491","Acciones de @Apple en la bolsa de NY, a la baja tras el anuncio de los nuevos #iPhones http://bit.ly/17WVapz",0
"xdoc492","@Apple iSchool? http://goo.gl/wkTt0  #education @applenws",0
"xdoc493","Dear @apple users , @asphalt8 is dropped from 0.99$ to free",1
"xdoc494","@nokia_uk these colours were used in 2004 for the first iPod series by @apple. Please don't make fool of yourselves but think different ;)",-1
"xdoc495","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION",0
"xdoc496","@dynamicTIM @Apple as a trustworthy company?",1
"xdoc497","Jimmy Kimmel Tells People the #iPad Mini is the New #iPhone 5s [#Video] @apple http://fb.me/3ehiHNvdN",0
"xdoc498","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc499","Will there be an @Apple iPad Gen 4C? Would be nice to have a lower priced tablet option. #fb",1
"xdoc500","@JMLColley I think @apple ? ??",0
"xdoc501","Maybe @Apple / @Dyson should announce their joint exit from phone/vacuum markets just to see if @Samsung copy them.",0
"xdoc502","??E???  TECH :: iPhone 5S Available (@apple) http://dlvr.it/3ybLLz  ?",1
"xdoc503","What smartphone OS will be bold enough to add cursing to autocomplete? @android @windowsphone don't know @apple's account",1
"xdoc504","@apple""@Questionierr: Your favourite fruit? #MikeSleek #TMK""",0
"xdoc505","Anybody who is having #issues with the @apple #magicmouse ... Try the @apple Rechargeable #batteries it is worth $30AUD for them (:",0
"xdoc506","@Apple Nl Nieuws Apple doet niet mee met NFC: tegenslag voor mobiel betalen: Apple heeft een bom gelegd onder ...  http://bit.ly/yh1pyu",0
"xdoc507","@AHeaux @Apple nu uh",0
"xdoc508","Will  @virginmobileusa carry the iPhone 5S ? @apple @sprint",0
"xdoc509","@battalalgoos @apple",0
"xdoc510","Main mata dengan @apple iPhone 5S warna emas.",0
"xdoc511","Why couldn't the iPhone 5s preorder date be today too :-( @apple @god",0
"xdoc512","C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc513","@apple sup is ios7 out yet",0
"xdoc514","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc515","Si van a cambiar celu no lo hagan a iphone de @apple a lo menos los que llegan a chile vienen con problemas en 3g @entel",0
"xdoc516","RT @airwaysmagazine ""How does @Apple ship their new iPhones to 9 different countries for a launch event?  Use a @BoeingAirplanes 777!   ""...",0
"xdoc517","#Usuarios #chinos no se sorprenden ante los nuevos #dispositivos de @Apple http://ow.ly/oOoo5 """,0
"xdoc518","Technology Fair, 9/17, 9:00 - 3:00 in the UC. Talk with reps from @apple, @dell, @adobe, and more. Take the @yurbuds challenge!",1
"xdoc519","This Is What It's Like To Use Apple's Fancy New Fingerprint Scanner http://huff.to/1fXEiBW  via @HuffPostTech @Apple #iPhone5S #mobile #tech",1
"xdoc520","This is the phone I wish @Apple announced Monday: http://ow.ly/oQWmP    #Phonebloks #CB4G",0
"xdoc521","Never one to shy away from new technology, @Burberry is teaming up w @Apple to showcase their upcoming collection. http://bit.ly/18coUwN",0
"xdoc522",".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzpm",0
"xdoc523","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc524","@244tsuyoponzu ????@Apple????????????????? *Auto*",0
"xdoc525","@editoradraco @Apple que chiiiique!!!",0
"xdoc526","Has @Apple changed to you? It sure has to investors. http://ow.ly/oMLdS",0
"xdoc527","@MarcGunther @Apple @jocofino Doesn't Ex-EPA chief Richard Windsor...er Lisa jackson... work at Apple? @Chris_C_Horner",1
"xdoc528","@apple @AyudaMovistarVe Movistar VE said that you are the one that have to  unlook my iphone4S",0
"xdoc529","Ei, @LuSalazar, olha o Um toque de morte na @Apple iBookstore! Worldwide! http://fb.me/Gh5NFcbE",0
"xdoc530","@DaveTwentyman Quick Dave, phone @apple and pitch them the idea for a Jedi-pad x",0
"xdoc531","@blindoldfreak True. @Microsoft really shouldn't throw a stone in their position but on the other side they are right about @Apple.",1
"xdoc532","IPhone 5s will go up for pre-order in #China next week @Apple #iPhone5S http://goo.gl/4jmH1H",0
"xdoc533","My Lists app isn't working on my phone...n I don't understand why.... @Apple",0
"xdoc534","@Microsoft Love what the design team has done with Metro but hate the recent jab @Apple.Why not just differentiate yourself from Apple?",0
"xdoc535","I have a confession. @Apple is not actually Apple.",-1
"xdoc536","@apple let iphones use gifs as wallpapers",0
